ID	user	tweet	datetime	cleantweet	hashtags	likes	QT	reply	RT	compound	sentiment_category
1849564931772821974	bawhawwww	'@POTUS[Video] President Joe Biden has sparked fury by suggesting Donald Trump should be in jail just 14 days out from the presidential election. ... YOU'RE BULLSHIT RETHORIC #DonaldTrump #JoeBiden #KamalaHarris #Presidentialelection https://t.co/mxvAUE7BRb'	2024-10-24 21:33:37	potusvideo president joe biden sparked fury suggesting donald trump jail days presidential election youre bullshit rethoric kamala harris presidentialelection	#DonaldTrump #JoeBiden #KamalaHarris #Presidentialelection	0	0	0	0	-0.8176	negative
1849564993576108166	rckbcn03	'Former Democratic Presidential Candidate Tulsi Gabbard, Who Endorsed Biden in 2020, Officially Joins 'Trump's GOP': 'The Party of Equality' #DonaldTrump #TheDemocraticParty #JoeBiden #Presidentialelection https://t.co/EUlp03AVIo'	2024-10-24 21:33:52	former democratic presidential candidate tulsi gabbard endorsed biden officially joins trumps gop party equality donald trump joe presidentialelection	#DonaldTrump #TheDemocraticParty #JoeBiden #Presidentialelection	0	0	0	0	0.5719	positive
1849565886350287198	JackFarmer01A	'Trump Blasts Biden’s ‘Lock Him Up’ Demand: ‘Election Interference’ #DonaldTrump #JoeBiden #Blasts #Presidentialelection https://t.co/rPId4XGOos'	2024-10-24 21:37:25	trump blasts bidens lock demand election interference donald joe biden presidentialelection	#DonaldTrump #JoeBiden #Blasts #Presidentialelection	0	0	0	0	-0.128	negative
1849566466980356571	MarkVolak	'CNN Guest Reports Young Men Keep Saying They Felt ‘Safer’ Under Trump, Are Worried About Getting Drafted Into War #DonaldTrump #CNN #HillaryClinton #Presidentialelection https://t.co/gwjFXVwghL'	2024-10-24 21:39:43	cnn guest reports young men keep saying felt safer trump worried getting drafted war donald c n hillary clinton presidentialelection	#DonaldTrump #CNN #HillaryClinton #Presidentialelection	0	0	0	0	-0.5106	negative
1849566645284745478	carrnut	'‘What if She Objects?!’ Fox’s Maria Bartiromo Sounds Alarm Over HARRIS Not Certifying 2024 Election Results #MikePence #DonaldTrump #Presidentialelection https://t.co/dleNfOZ6Wv'	2024-10-24 21:40:26	objects foxs maria bartiromo sounds alarm harris certifying election results mike pence donald trump presidentialelection	#MikePence #DonaldTrump #Presidentialelection	0	0	0	0	-0.34	negative
1849568456376479924	Bloke_On_A_Bike	'USA is done, no matter who wins #PresidentialElection. If #Trump loses, he won't accept it. Which means months of chaos. If Trump wins #KamalaHarris supporters will be on streets protesting.Meaning months of chaos. Either way USA as leader of free World is done.#Newsnight #bbcqt'	2024-10-24 21:47:37	usa done matter wins presidential election trump loses wont accept means months chaos kamala harris supporters streets protestingmeaning either way leader free world donenewsnight bbcqt	#PresidentialElection #Trump #KamalaHarris #Newsnight #bbcqt	2	0	3	0	0.4245	positive
1849568824586121286	tcleve1130	'Harris Lauds More Republicans Endorsing Her, Rips ‘Exhausted’ Trump For Skipping CNN Debate #CNN #Republicans #DonaldTrump #Presidentialelection https://t.co/WUktZtgTdP'	2024-10-24 21:49:05	harris lauds republicans endorsing rips exhausted trump skipping cnn debate c n donald presidentialelection	#CNN #Republicans #DonaldTrump #Presidentialelection	0	0	0	0	-0.3612	negative
1849569710104338562	Adlee7873	'Opinion: I'm a non-MAGA conservative. Sanctimonious liberals make me want to vote Trump. #DonaldTrump #Presidentialelection https://t.co/TPo4wEG12j'	2024-10-24 21:52:36	opinion im nonmaga conservative sanctimonious liberals make want vote trump donald presidentialelection	#DonaldTrump #Presidentialelection	0	0	0	0	0.0772	positive
1849569760348078306	Cheripi45199368	'Ex-Chrysler CEO slams Biden-Harris admin for another 'deceptively correct comment' on EVs #Electricvehicle #Electriccar #Presidentialelection https://t.co/o08E2EOxok'	2024-10-24 21:52:48	exchrysler ceo slams bidenharris admin another deceptively correct comment evs electricvehicle electriccar presidentialelection	#Electricvehicle #Electriccar #Presidentialelection	0	0	0	0	0.0	neutral
1849571828022313019	GraffPinkert	'THIS WEEK ON SWARFBLOG If the #elections don't interest you, what about the celebrities surrounding our nation's #politics? This week, Lloyd discusses the impact of billionaires Taylor Swift and Elon Musk. Read the blog: https://t.co/r2LkzK3iem #presidentialelection #business https://t.co/MTTvskYhGG'	2024-10-24 22:01:01	week swarfblog elections dont interest celebrities surrounding nations politics lloyd discusses impact billionaires taylor swift elon musk read blog presidentialelection business	#elections #politics #presidentialelection #business	0	0	0	0	-0.1729	negative
1849571848939250073	MeatPoultry	'With the presidential election quickly approaching, voters seemed mixed on which candidate may best support US agricultural interests at home and abroad. #presidentialelection #agriculture #trade https://t.co/7i10Ce9AsJ'	2024-10-24 22:01:06	presidential election quickly approaching voters seemed mixed candidate may best support us agricultural interests home abroad presidentialelection agriculture trade	#presidentialelection #agriculture #trade	0	0	0	0	0.836	positive
1849573250327777517	AnneRoc42046852	'Watch live: Trump holds rally in swing state Arizona #DonaldTrump #Arizona #Housing #Presidentialelection https://t.co/bWNFsiYrXQ'	2024-10-24 22:06:40	watch live trump holds rally swing state arizona donald housing presidentialelection	#DonaldTrump #Arizona #Housing #Presidentialelection	0	0	0	0	0.0	neutral
1849575768562729414	Chazz001786767	'#trump #trump2024 #Presidentialelection #rfkjr2024 #rfkjr #FoxNews #maga #conservative #republican #election https://t.co/lq8JfODBPN'	2024-10-24 22:16:41	trump presidentialelection rfkjr fox news maga conservative republican election	#trump #trump2024 #Presidentialelection #rfkjr2024 #rfkjr #FoxNews #maga #conservative #republican #election	0	0	0	0	0.0	neutral
1849578510857216178	Robby42394165	'Russian smear of Tim Walz hits internet ahead of US election #Russia #DonaldTrump #Intelligenceagency #Presidentialelection https://t.co/SKXQYGrDBI'	2024-10-24 22:27:35	russian smear tim walz hits internet ahead us election russia donald trump intelligenceagency presidentialelection	#Russia #DonaldTrump #Intelligenceagency #Presidentialelection	0	0	0	0	-0.3612	negative
1849578545560817905	changeingyou	''Deal with the devil': Trump's 'disturbing' plans said to threaten day-to-day life #DonaldTrump #Republicans #Impeachment #Presidentialelection https://t.co/NwIPXLEZsX'	2024-10-24 22:27:43	deal devil trumps disturbing plans said threaten daytoday life donald trump republicans impeachment presidentialelection	#DonaldTrump #Republicans #Impeachment #Presidentialelection	0	0	0	0	-0.8834	negative
1849578872704041093	BoltUpAight	'I’m just hoping #character still matters in this world. Honesty, humility, humbleness, empathy, (not the fake kind, but actually caring about others) and wanting to do the right thing needs to take a front seat to fear, hatred and your pocketbook. #Presidentialelection https://t.co/zaEwZvuuJk'	2024-10-24 22:29:01	im hoping character still matters world honesty humility humbleness empathy fake kind actually caring others wanting right thing needs take front seat fear hatred pocketbook presidentialelection	#character #Presidentialelection	0	0	0	0	0.296	positive
1849579158503862400	changeingyou	'More than 230 doctors say Trump is too unstable to serve in open letter connected to George Conway’s PAC #DonaldTrump #Presidentialelection https://t.co/laaoZBloAE'	2024-10-24 22:30:09	doctors say trump unstable serve open letter connected george conways pac donald presidentialelection	#DonaldTrump #Presidentialelection	0	0	0	0	-0.3612	negative
1849579777625104769	weeshug72	'Oooohhh #Presidentialelection'	2024-10-24 22:32:37	oooohhh presidentialelection	#Presidentialelection	0	0	0	0	0.0	neutral
1849581705855893539	DaddarioLucia	'Nobel economic experts say Harris' plan 'vastly superior' to Trump's #DonaldTrump #Economics #U.S.economy #Presidentialelection https://t.co/Mwi2m3chJW'	2024-10-24 22:40:16	nobel economic experts say harris plan vastly superior trumps donald trump economics useconomy presidentialelection	#DonaldTrump #Economics #U #Presidentialelection	0	0	0	0	0.5423	positive
1849582599414354073	lacetexas2	'AGAIN WITH THE STOLEN ELECTION... Millions Of Trump Voters Seem To Believe One Of His Biggest Lies #DonaldTrump #Voterfraud #NorthCarolina #JoeBiden #Presidentialelection https://t.co/sYaaJlgu6c'	2024-10-24 22:43:49	stolen election millions trump voters seem believe one biggest lies donald voterfraud north carolina joe biden presidentialelection	#DonaldTrump #Voterfraud #NorthCarolina #JoeBiden #Presidentialelection	0	0	0	1	-0.7184	negative
1849583062864232714	lacetexas2	'So the 1/3 are Trump infested MAGA Two thirds of Texas voters confident U.S. presidential election will be conducted fairly #Voterregistration #Presidentialelection #Voterfraud #Republicans #Democrats https://t.co/t2ubdX7NP9'	2024-10-24 22:45:40	trump infested maga two thirds texas voters confident us presidential election conducted fairly voterregistration presidentialelection voterfraud republicans democrats	#Voterregistration #Presidentialelection #Voterfraud #Republicans #Democrats	3	0	1	2	0.4939	positive
1849583230334251435	lacetexas2	'More than 230 doctors say Trump is too unstable to serve in open letter connected to George Conway’s PAC #Presidentialelection https://t.co/ArsEXGlyOy'	2024-10-24 22:46:20	doctors say trump unstable serve open letter connected george conways pac presidentialelection	#Presidentialelection	0	0	0	0	-0.3612	negative
1849584155740295667	vivolibrefeliz	'🇺🇸#USA @POLO4CONGRESS #News 🪖 10/24/2024 #PresidentialElection #HARRIS spreads #FAKENEWS &amp; #HATRED against #DonaldTRUMP:could be pollitically liable on #TRUMP´s #ASSESSINATION ATTEMPTS.#BIDEN´s #COMMUNIST #SOCIALIST #FASCIST LIER VP #KamalaHARRIS compared #TRUMP to #HITLER'	2024-10-24 22:50:00	u polocongress news presidential election h r spreads f k e n w amp donald pcould pollitically liable ps attemptsb ns c l lier vp kamala compared p	#USA #News #PresidentialElection #HARRIS #FAKENEWS #HATRED #DonaldTRUMP #TRUMP #ASSESSINATION #BIDEN #COMMUNIST #SOCIALIST #FASCIST #KamalaHARRIS #TRUMP #HITLER	0	0	1	0	0.0	neutral
1849585551852306818	ConduitMulatto	'US presidential election briefing: Early voting records smashed as Trump urges Republicans to head to polls early #DonaldTrump #Republicans #Presidentialelection #Nationalpolls https://t.co/Z60fTnDb6F'	2024-10-24 22:55:33	us presidential election briefing early voting records smashed trump urges republicans head polls donald presidentialelection nationalpolls	#DonaldTrump #Republicans #Presidentialelection #Nationalpolls	0	0	0	0	0.0	neutral
1849585880891113541	CelestialQuest	'Tell me, have you seen her? 👀 #kamala #DonaldTrump #Presidentialelection #election #vote #JDVance #RFKJr #TimWalz https://t.co/218q76nCm1'	2024-10-24 22:56:52	tell seen kamala donald trump presidentialelection election vote j vance r f k jr tim walz	#kamala #DonaldTrump #Presidentialelection #election #vote #JDVance #RFKJr #TimWalz	0	0	0	0	0.0	neutral
1849586446618984895	GaryLanePeters1	'The 'whale' placing huge bets on a Trump win is a French national with extensive trading experience #DonaldTrump #Presidentialelection https://t.co/S10YfrExhn'	2024-10-24 22:59:07	whale placing huge bets trump win french national extensive trading experience donald presidentialelection	#DonaldTrump #Presidentialelection	0	0	0	0	0.7269	positive
1849586603494191552	GaryLanePeters1	'Harris, Obama to campaign together for 1st time at star-studded Georgia rally #MichelleObama #Georgia #TylerPerry #Presidentialelection https://t.co/C1o6L2zDiM'	2024-10-24 22:59:44	harris obama campaign together st time starstudded georgia rally michelle tyler perry presidentialelection	#MichelleObama #Georgia #TylerPerry #Presidentialelection	0	0	0	0	0.0	neutral
1849587240554357186	lacetexas2	'Nobel economic experts say Harris' plan 'vastly superior' to Trump's #Economics #Presidentialelection https://t.co/iueCCgPMTW'	2024-10-24 23:02:16	nobel economic experts say harris plan vastly superior trumps economics presidentialelection	#Economics #Presidentialelection	0	0	0	0	0.5423	positive
1849587444829532294	bill_weir24279	'[Video] Trump encouraging Republicans to vote early | Morning in America #Republicans #DonaldTrump #Democrats #Georgia #Presidentialelection https://t.co/uvZYxSIAr6'	2024-10-24 23:03:05	video trump encouraging republicans vote early morning america donald democrats georgia presidentialelection	#Republicans #DonaldTrump #Democrats #Georgia #Presidentialelection	1	0	0	0	0.5267	positive
1849588579623682313	PersianKittenz	'Republican election official in crucial Georgia appeals order saying she must certify results #Georgia #Republicans #Presidentialelection #Voterfraud https://t.co/I2JQ1gCTnQ'	2024-10-24 23:07:35	republican election official crucial georgia appeals order saying must certify results republicans presidentialelection voterfraud	#Georgia #Republicans #Presidentialelection #Voterfraud	0	0	0	0	0.0	neutral
1849588778312126634	g_morkert	'In rare move, Pentagon denies falsehood about troops allowed to use force during election #ThePentagon #DOD #Presidentialelection https://t.co/Uk1DB58evg What about protesters?'	2024-10-24 23:08:23	rare move pentagon denies falsehood troops allowed use force election presidentialelection protesters	#ThePentagon #DOD #Presidentialelection	6	0	0	2	-0.5719	negative
1849589812375752954	blackopps12Matt	'He just can't stop Bill Clinton Calls MAGA Fire-Breather Kari Lake ‘Physically Attractive’ While Campaigning For Her Opponent #Presidentialelection https://t.co/Bh8dBIZG7b'	2024-10-24 23:12:29	cant stop bill clinton calls maga firebreather kari lake physically attractive campaigning opponent presidentialelection	#Presidentialelection	0	0	0	0	0.5842	positive
1849592255482298627	vivolibrefeliz	'🇺🇸#USA #EU #News 🪖 10/24/2024 #PresidentialElection US Attorney Gen #GARLAND: #Propagandist #johnDOUGAN creates #Misinformation &amp; #DeepFakes on #DEMOCRATS Leftist VP #KamalaHARRIS, works with Dictator #PUTIN #Communist #RUSSIA´s #Russian #GRU #Intel https://t.co/YtdwbOjjlw'	2024-10-24 23:22:12	u e news presidential election us attorney gen g r l n propagandist john creates misinformation amp deep fakes c leftist vp kamala h works dictator p communist russian intel	#USA #EU #News #PresidentialElection #GARLAND #Propagandist #johnDOUGAN #Misinformation #DeepFakes #DEMOCRATS #KamalaHARRIS #PUTIN #Communist #RUSSIA #Russian #GRU #Intel	0	0	0	0	-0.4588	negative
1849592334377418934	GaryLanePeters1	'Carville to MSNBC host: ‘When the paddy wagon comes, you and I are going to be in the back of it’ if Trump wins #DonaldTrump #MSNBC #Presidentialelection https://t.co/mMeNakEZqp'	2024-10-24 23:22:30	carville msnbc host paddy wagon comes going back trump wins donald n b c presidentialelection	#DonaldTrump #MSNBC #Presidentialelection	0	0	0	0	0.5719	positive
1849592588409458965	JesusECast	'Translation: We know it is going to be a wipe out but we still have to pretend that there is a close presidential race going on. CNN polling guru says battleground state sweep ‘more likely than not’ #CNN #Presidentialelection https://t.co/NXDC5V2bTr'	2024-10-24 23:23:31	translation know going wipe still pretend close presidential race cnn polling guru says battleground state sweep likely c n presidentialelection	#CNN #Presidentialelection	0	0	0	0	-0.4767	negative
1849594818634358949	Ricky779399901	'Tim Walz’s son receives huge cheer as he votes for first time in US election #Presidentialelection https://t.co/DLRII1dbHW'	2024-10-24 23:32:23	tim walzs son receives huge cheer votes first time us election presidentialelection	#Presidentialelection	1	0	0	0	0.6808	positive
1849595077972447532	Ricky779399901	''Hell no!' Guy with Trump tattoo says he's voting Harris #DonaldTrump #Tattoo #Tattooartist #Presidentialelection https://t.co/3tdodKQkss'	2024-10-24 23:33:25	hell guy trump tattoo says hes voting harris donald tattooartist presidentialelection	#DonaldTrump #Tattoo #Tattooartist #Presidentialelection	1	0	0	0	-0.6808	negative
1849595298319864257	TheHoff305	'Trump takes 2-point lead over Harris nationally: Poll #KamalaIsDONE #DonaldTrump #Presidentialelection https://t.co/nmbGDvzaGb'	2024-10-24 23:34:17	trump takes point lead harris nationally poll kamala n e donald presidentialelection	#KamalaIsDONE #DonaldTrump #Presidentialelection	1	0	0	0	0.0	neutral
1849596114368069974	lacetexas2	'AGAIN WITH THE STOLEN ELECTION... Millions Of Trump Voters Seem To Believe One Of His Biggest Lies #Voterfraud #NorthCarolina #JoeBiden #Presidentialelection https://t.co/sYaaJlh1VK'	2024-10-24 23:37:32	stolen election millions trump voters seem believe one biggest lies voterfraud north carolina joe biden presidentialelection	#Voterfraud #NorthCarolina #JoeBiden #Presidentialelection	0	0	0	0	-0.7184	negative
1849596389703008453	ABetterAmeric10	'Way to go. Former first daughter says she’s a Republican — and still voting for Kamala Harris #Republicans #KamalaHarris #DonaldTrump #DickCheney #Presidentialelection https://t.co/Z4vAk9iJCs'	2024-10-24 23:38:37	way go former first daughter says shes republican still voting kamala harris republicans donald trump dick cheney presidentialelection	#Republicans #KamalaHarris #DonaldTrump #DickCheney #Presidentialelection	0	0	0	0	-0.5106	negative
1849608368400560180	carrnut	'JESSE WATTERS: Democrats just yanked Kamala Harris off the campaign trail #KamalaHarris #Democrats #DonaldTrump #Presidentialelection https://t.co/1Yyl2gCG6W'	2024-10-25 00:26:13	jesse watters democrats yanked kamala harris campaign trail donald trump presidentialelection	#KamalaHarris #Democrats #DonaldTrump #Presidentialelection	0	0	0	0	0.0	neutral
1849608415468756996	NewsSourceLA	'12 day to go. Who are you voting for? #Election2024 #Presidentialelection #KamalaHarris #DonaldTrump'	2024-10-25 00:26:24	day go voting election presidentialelection kamala harris donald trump	#Election2024 #Presidentialelection #KamalaHarris #DonaldTrump	4	1	0	2	0.0	neutral
1849609195097817278	Waldbewohner	'Former Romney adviser: Harris will ‘win fairly comfortably’ #MittRomney #Presidentialelection https://t.co/L9257Z27YY'	2024-10-25 00:29:30	former romney adviser harris win fairly comfortably mitt presidentialelection	#MittRomney #Presidentialelection	0	0	0	0	0.765	positive
1849611824913842435	lankalad1	"'#PresidentialElection. Donald Trump may be imperfect, but he is a man with courage, and the perfect person to lead America. Why have the Democrats tried to assassinate him twice? They know that ""ordinary Americans"" like him. Will the Democrats cheat again?'"	2024-10-25 00:39:57	presidential election donald trump may imperfect man courage perfect person lead america democrats tried assassinate twice know ordinary americans like cheat	#PresidentialElection	1	0	0	0	0.6249	positive
1849615608133865566	TammyJa67271911	'[Video] Federal cybersecurity agency details threats to 2024 election #Presidentialelection #Infrastructuresecurity #Voterfraud https://t.co/BDt1P15Dar'	2024-10-25 00:54:59	video federal cybersecurity agency details threats election presidentialelection infrastructuresecurity voterfraud	#Presidentialelection #Infrastructuresecurity #Voterfraud	0	0	0	0	-0.4215	negative
1849616294494048297	srauer20	'Boooooo....Robert Kennedy Jr., Dr. Phil McGraw to campaign for Donald Trump in Lancaster County #DonaldTrump #Wisconsin #Legislature #Presidentialelection https://t.co/fhOBHaVXi9'	2024-10-25 00:57:43	boooooorobert kennedy jr dr phil mcgraw campaign donald trump lancaster county wisconsin legislature presidentialelection	#DonaldTrump #Wisconsin #Legislature #Presidentialelection	0	0	0	0	0.0	neutral
1849616836821725292	Thefuhrernchief	'One of the few on the left that actually knows what a woman is. Bill Clinton calls Kari Lake ‘physically attractive’ while stumping for Gallego #Illegalimmigration #Presidentialelection https://t.co/ArixQrt6Ac'	2024-10-25 00:59:52	one left actually knows woman bill clinton calls kari lake physically attractive stumping gallego illegalimmigration presidentialelection	#Illegalimmigration #Presidentialelection	0	0	0	0	0.4404	positive
1849618807322517999	Sumadhi12	'Trump Leads Harris 47% to 45%, WSJ Poll Finds #DonaldTrump #KamalaHarris #Presidentialelection https://t.co/eRvDhEnDrX'	2024-10-25 01:07:42	trump leads harris wsj poll finds donald kamala presidentialelection	#DonaldTrump #KamalaHarris #Presidentialelection	0	0	0	0	0.0	neutral
1849618989892215174	Sumadhi12	'New poll shows Trump inching past Harris less than two weeks from election day #DonaldTrump #Electionday #KamalaHarris #Presidentialelection https://t.co/UlmFSPkhaS'	2024-10-25 01:08:26	new poll shows trump inching past harris less two weeks election day donald electionday kamala presidentialelection	#DonaldTrump #Electionday #KamalaHarris #Presidentialelection	0	0	0	0	0.0	neutral
1849619039796044138	Kimberly_Ham5	'@realDonaldTrump is a truly HORRIBLE HORRIBLE person Watch: Trump holds rally in swing state Arizona #DonaldTrump #Arizona #Presidentialelection https://t.co/de0uIjMISz'	2024-10-25 01:08:38	realdonaldtrump truly horrible person watch trump holds rally swing state arizona donald presidentialelection	#DonaldTrump #Arizona #Presidentialelection	0	0	0	0	-0.1531	negative
1849619335674810869	Sumadhi12	'Ramaswamy: Trump would win ‘decisively’ if election were tomorrow #DonaldTrump #Presidentialelection https://t.co/VCvgfXk56y'	2024-10-25 01:09:48	ramaswamy trump would win decisively election tomorrow donald presidentialelection	#DonaldTrump #Presidentialelection	0	0	0	0	0.5859	positive
1849620672382693714	Sumadhi12	'Trump tops Harris by 8 points in Florida: Poll #DonaldTrump #Democrats #Presidentialelection https://t.co/Wji3KNhunT'	2024-10-25 01:15:07	trump tops harris points florida poll donald democrats presidentialelection	#DonaldTrump #Democrats #Presidentialelection	1	0	0	1	0.5106	positive
1849621016005284142	Sumadhi12	'Trump takes 2-point lead over Harris nationally: Poll #DonaldTrump #Presidentialelection https://t.co/WUT0klFOOU'	2024-10-25 01:16:29	trump takes point lead harris nationally poll donald presidentialelection	#DonaldTrump #Presidentialelection	1	0	0	1	0.0	neutral
1849622463887573348	kkntk	'Nostradamus pollster reveals latest 2024 prediction – and how he’s never had ‘so much hate’ in an election #Presidentialelection #DonaldTrump https://t.co/FG6Vp7pPe9'	2024-10-25 01:22:14	nostradamus pollster reveals latest prediction hes never much hate election presidentialelection donald trump	#Presidentialelection #DonaldTrump	0	0	0	0	0.4585	positive
1849622879991717937	TrinnasGhost	'House GOP committee that oversees elections hired two former Trump officials involved in 2020 fake elector scheme #DonaldTrump #Electionlaw #Presidentialelection #Voterfraud https://t.co/2Ff22aWVKU'	2024-10-25 01:23:53	house gop committee oversees elections hired two former trump officials involved fake elector scheme donald electionlaw presidentialelection voterfraud	#DonaldTrump #Electionlaw #Presidentialelection #Voterfraud	0	0	0	0	-0.4767	negative
1849625274524074484	MarkVolak	''He’s mentally ill:' NY laughs ahead of Trump's Madison Square Garden rally #DonaldTrump #Chelsea #NewYorkKnicks #Presidentialelection https://t.co/MKWGxZBx4W'	2024-10-25 01:33:24	hes mentally ill ny laughs ahead trumps madison square garden rally donald trump chelsea new york knicks presidentialelection	#DonaldTrump #Chelsea #NewYorkKnicks #Presidentialelection	1	0	0	0	0.1027	positive
1849625820442349935	MarkVolak	'Conservative billionaires are dumping millions into groups that are pushing election fraud conspiracies #Voterfraud #Washington,D.C. #Billionaires #Presidentialelection #DonaldTrump https://t.co/w6fzfeyTw4'	2024-10-25 01:35:34	conservative billionaires dumping millions groups pushing election fraud conspiracies voterfraud washingtondc presidentialelection donald trump	#Voterfraud #Washington #Billionaires #Presidentialelection #DonaldTrump	0	0	0	0	-0.7269	negative
1849625963530723491	MarkVolak	'UAW members support Harris over Trump by 22 points in swing states – poll #DonaldTrump #Wisconsin #Presidentialelection https://t.co/bDwPGLwA0R'	2024-10-25 01:36:08	uaw members support harris trump points swing states poll donald wisconsin presidentialelection	#DonaldTrump #Wisconsin #Presidentialelection	0	0	0	0	0.4019	positive
1849626259912798705	MarkVolak	'Ex-White House chief of staff sees 'fascist' traits in Trump, claims he made positive comments about Hitler #DonaldTrump #AdolfHitler #Presidentialelection https://t.co/HmULzo43kS'	2024-10-25 01:37:19	exwhite house chief staff sees fascist traits trump claims made positive comments hitler donald adolf presidentialelection	#DonaldTrump #AdolfHitler #Presidentialelection	0	0	0	0	0.0	neutral
1849626425596281074	Monik1946	'The joy campaign is over #DonaldTrump #Democrats #Presidentialelection #NorthCarolina #Voterfraud https://t.co/z6z2k8QSah Joy does not pay the bills.'	2024-10-25 01:37:58	joy campaign donald trump democrats presidentialelection north carolina voterfraud pay bills	#DonaldTrump #Democrats #Presidentialelection #NorthCarolina #Voterfraud	0	0	0	0	0.5267	positive
1849626756421914990	MarkVolak	'Anderson Cooper Pinpoints The Shocking Reality About New Trump-Hitler Report #DonaldTrump #AdolfHitler #CNN #Presidentialelection https://t.co/eDHmX20kyP'	2024-10-25 01:39:17	anderson cooper pinpoints shocking reality new trumphitler report donald trump adolf hitler c n presidentialelection	#DonaldTrump #AdolfHitler #CNN #Presidentialelection	0	0	0	0	-0.4019	negative
1849628207462371404	Carol96208870	'Vice President Harris reportedly to give closing argument next week on National Mall in DC #JoeBiden #FoxNews #Presidentialelection https://t.co/q0IcfWzKjN She is useless.'	2024-10-25 01:45:03	vice president harris reportedly give closing argument next week national mall dc joe biden fox news presidentialelection useless	#JoeBiden #FoxNews #Presidentialelection	0	0	0	0	-0.6486	negative
1849628908788101472	LindaR1055	'Trump campaign files complaint against Harris and UK Labour Party over alleged illegal foreign contributions #DonaldJ.Trump #DonaldTrump #Electionlaw #Presidentialelection https://t.co/O7KWgew3XM'	2024-10-25 01:47:50	trump campaign files complaint harris uk labour party alleged illegal foreign contributions donald jtrump electionlaw presidentialelection	#DonaldJ #DonaldTrump #Electionlaw #Presidentialelection	0	0	0	0	-0.4767	negative
1849629270865260680	MarkVolak	'Seth Meyers on Trump: ‘A ridiculous buffoon and an incredibly dangerous menace’ #DonaldTrump #Presidentialelection https://t.co/duzph19OBH'	2024-10-25 01:49:17	seth meyers trump ridiculous buffoon incredibly dangerous menace donald presidentialelection	#DonaldTrump #Presidentialelection	0	0	0	0	-0.8545	negative
1849629311449354667	MarkVolak	'Presidential Historian Warns Voters About Post-Election Trump: ‘Sleep With 1 Eye Open’ #DonaldTrump #JoeBiden #Presidentialelection https://t.co/MKGay4AL7a'	2024-10-25 01:49:26	presidential historian warns voters postelection trump sleep eye open donald joe biden presidentialelection	#DonaldTrump #JoeBiden #Presidentialelection	0	0	0	0	-0.1027	negative
1849629824614269015	Boomba1313	'JD Vance is proving to be an asset for the Trump campaign through media appearances, something the Harris campaign is completely avoiding. #DonaldTrump #Housingprices #Presidentialelection https://t.co/BOHJbFLbrO'	2024-10-25 01:51:29	jd vance proving asset trump campaign media appearances something harris completely avoiding donald housingprices presidentialelection	#DonaldTrump #Housingprices #Presidentialelection	0	0	0	0	-0.0498	neutral
1849632257465811390	KOILOVE101	'[Video] Harris when asked if she thinks Trump is a fascist: ‘Yes I do’ #DonaldTrump #CNN #KamalaHarris #Presidentialelection https://t.co/KaX5ReiFTC'	2024-10-25 02:01:09	video harris asked thinks trump fascist yes donald c n kamala presidentialelection	#DonaldTrump #CNN #KamalaHarris #Presidentialelection	0	0	0	0	-0.2263	negative
1849632816964800731	Monik1946	'Quarter of young Black men say they will vote for Trump: Survey #DonaldTrump #NinePercent #Republicans #Racialinjustice #Presidentialelection https://t.co/01zQjUbqrP'	2024-10-25 02:03:22	quarter young black men say vote trump survey donald nine percent republicans racialinjustice presidentialelection	#DonaldTrump #NinePercent #Republicans #Racialinjustice #Presidentialelection	0	0	0	0	0.0	neutral
1849633521532338557	tcleve1130	'Spike Lee Tells Black Trump Voters To ‘Get Their Minds Straight’: ‘Some of My Brothers Have Been Drinking That Kool Aid’ #DonaldTrump #Presidentialelection https://t.co/C3PqIHdOst'	2024-10-25 02:06:10	spike lee tells black trump voters get minds straight brothers drinking kool aid donald presidentialelection	#DonaldTrump #Presidentialelection	0	0	0	0	0.2263	positive
1849633556865352093	JennyS93168	'Fox’s Greg Gutfeld Declares 2024 Race ‘Over,’ Is Already Floating a Rigged Election #MikePence #FoxNews #Congress #Presidentialelection https://t.co/6bZpIOT3ly'	2024-10-25 02:06:19	foxs greg gutfeld declares race already floating rigged election mike pence fox news congress presidentialelection	#MikePence #FoxNews #Congress #Presidentialelection	0	0	0	0	-0.3612	negative
1849633692131414231	Monik1946	'New Poll Showing Trump Ahead With Arab Americans Spells Trouble for Harris in Key States Like Michigan #DonaldTrump #NinePercent #Presidentialelection https://t.co/W9dAC9pulk'	2024-10-25 02:06:51	new poll showing trump ahead arab americans spells trouble harris key states like michigan donald nine percent presidentialelection	#DonaldTrump #NinePercent #Presidentialelection	0	0	0	0	-0.0516	negative
1849641170898399665	aakashsultaan	'https://t.co/J2smtjoWpZ @realDonaldTrump @IvankaTrump #lasvegas #nevada #USDemocracy #Presidentialelection'	2024-10-25 02:36:34	realdonaldtrump ivankatrump lasvegas nevada u democracy presidentialelection	#lasvegas #nevada #USDemocracy #Presidentialelection	0	0	0	0	0.0	neutral
1849641840171155484	Sandy5Suzi	'[Video] Former president Bill Clinton looks to keep Arizona blue at rally #Arizona #Presidentialelection https://t.co/ezRntBsSpv'	2024-10-25 02:39:14	video former president bill clinton looks keep arizona blue rally presidentialelection	#Arizona #Presidentialelection	0	0	0	0	0.0	neutral
